B,Sidee tahay walaal?
T,"Waan fiicanahay, dhankaaga iiga warran?"
B,"Waan wacanahay,  magacaaga iisheeg?"
T,"Magacaygu waa cali , gobolkee ka timid?"
B,Waxaan ka imid gobalka ugu weyn wadanka.
T,"Hagaag, oo waa kuma gobolka ugu weyn gayigeena?"
B,Waa layaab oo adigu ma reer banaadir baa tahay.
T,Haa saaxiib.
B,Saaxiib gobollada wadanka makala taqaanid miyaa?
T,"Dabcan saaxiib, ee gobolka magaciisa iisheeg?"
B,Gobolka ugu weyn waddanka waa gobolka Bari horay ma u maqashay\.
T,Maya afkaaga iigu horraysa. waa cilmi cusub aan kaa faaiiday.
B,Wax badan waan kala faa'idi dooonaa sow maahan saaxib?
T,"Haa,adigu xamar degmadee ka dagan tahay?"
B,Waxaan daganahay degmada wadajir adna saaxiib?
T,Anna waxaan daganaahy degmada hodan.
B,Waxaan jeclaan lahaa inaan si qoto dheer kuu barto macquul matrahay?
T,Waa war farxad leh soodhawoow waxaan ahay arday jaamacadeed aniggu adna bal iiwaran?
B,Anna waxaan ahay arday dhigta heerka sare ee dugsiga.
T,Waan ku faraxsanahy in aan labadeenuba nahay ehel waxbarasho.
B,"Hagaag,waan jeclaan lahaa in anan wax kaa weydiiyo waxbarashada jaamacadu waxay uga duwan tahay tan dugsiyga?"
T,"Wax badan kuma kala duwana oo labaduba waa goobo aqoon kororsi, si gooni ah maxaan kuugu faahfaahiyaa?"
B,Bal waxaad waxyar iiga taabataa sida duruusta uga baxdo?
T,Haa waxaa jira farqi kala duwanaansho oo kooban.
B,Ila wadaag.
T,Duruusta qaab soojeedin ah ayey ubaxaan badankood.
B,"Mahadsanid, xaasle miyaa tahay mise?"
T,Haa xaasle ayaan ahay.
B,Caruur intee kuu joogta?
T,Shan carruura ayaa ii joogta.
B,Gabdho intee kujirta?
T,"Labo ayaa gabdho ah, ee adiga qoyskiina ma adaa u weyn?"
B,"Maya aniga saddex baa iga weyn, xamar goormaad timid?"
T,Waxaan imid sanadkii 2020.
B,Bari iiga waran waasee nolosheeda?
T,Maxuma.
B,Waxaan maqlay kulayle inay tahay maxaa ka jira?
T,Waqtiga xagaaga waa kulayl balse sida kale waa iska dhexdhexaad.
B,Bad weynta hindiya ayaa marta sow maahan gobolka bari?
T,Maya.
B,Baddacas baa marta miyaa?
T,"Dabcan, labadeenuba reer xeebeed baan isla nahay."
B,"Haa , dabaasha mataqaan?"
T,Maya iskuma fiicnin.
B,Hadaan dabaal kuu kaxeeyo kawaran?
T,Ma idili rabtaa saaxiib?
B,Mayee inaan kubaro baan rabaa.
T,Carrurnimadaydii baan soo seegay cimrigaan barasho magali karo.
B,Hadda hawshaas kuma magali karo miyaa leedahay.
T,"Haa,geelu laba jir sow wada mar hada waqtigaagii baa kujirta."
B,Waa igu fogaatay saaxiib.
T,Maya intaas waa kaftan un.
B,Goormee kuugu danbaysay inaad waddanka ka baxdo?
T,Waxaa iigu horraysay laba sana ka hor
B,Waddankuu ahaa waddankaas?
T,Wuxuu ahaa waddanka Suuriya
B,Kawaran waxyaabihii xiisaha lahaa ee aad halkaas kusoo aragtay?
T,Waxaa oogu xiisa badnaa qaabka ay u dhisanyihiin dhismayaasha qadiimiga ah iyo goobaha taariikhiga ah ee halkaas kuyaalo
B,Hadda ma jeceshahay inaad markale u dalxiis tagto waddamada kale ee adduunka?
T,"Haa, markii aan helo fursad macquul ah ayaan aadi doonaa."
B,Ma jiraa waddan aad jeclaan laheed inaad aaddo mustaqbalka?
T,"Haa, waxaan niyadda ku hayaa inaad aado waddanka Maraykanka."
B,Maxaad u dooratay inaad halkaas aaddo?
T,"Waa meel aad u hormartay, gooba qurux badanna ay ku yaallaan."
B,Wax kaloo aad ku doorbidayso ma jiraan?
T,"Haa, qodobka ugu wayn ee aan halkaas u aadayo waa inuu leeyahay fursado shaqo oo badan."
B,Maxaad jeclaan laheed inaad noqoto mustaqbalka haddii aad halkaas fursad shaqo ka hesho?
T,Waxaa noqon lahaa Injineer heersare ah.
B,Fursaddaas waddankeenna kama heli kartid miyaaa?
T,Waan ka heli karaa laakiin dakhliga iga soo galaya aad buu koobanyahay.
B,Suurtagal miyaa inaad tahriib ku tagto waddankaas Maraykanka?
T,"Maya, marabo inaad hadda tahriib galo"
B,Maxaad ku diidaysaa Inaad tahriibto?
T,"Tahriibka wuu qatar badanyahay, waxaana laga yaabaa inaad ku dhimato inta aad ku jirto safarkaas."
B,Horay ma u maqashay tahriibka inuu halis yahay?
T,"Haa waan maqlay inuu halis yahay, adiga figrad noocee ah ayaad ka aaminsantahay tahriibka?"
B,"Waxaan ka aaminsanahay inuu fiicanyahay, qofkii fursad u helana uu jidkaas qabto."
T,Halistiisa waa badan tahay lama socotid miyaa?
B,Waala socdaa balse nasiibkayga ayaan tijaabinyaa.
T,Mashaqaysaa hadda maxaadse ka shaqaysaa?
B,"waa shaqeeyaa, waxaana ka shaqeeyaa dhismaha."
T,Dhise maa tahay mise ?
B,Maya waxaan ahay injineer.
T,Heerka dhismaha wadanka war igasii?
B,Wadanka dhismahiisa kobac baa kusocda.
T,Fursad fiican bay kuutahay adiga in wadanka dhismahiisu hormaro?
B,Haa aniga iyo bilicda wadankaba faa'ido baa ugu jirta.
T,Haasaawaha sidee isku tihiin?
B,Waa isku fiicanahay inkastoo la iiga roonyahay.
T,Goormaa kuugu dambaysay inaad gabar la sheekaysato?
B,saddex sana kahor baa iigu danbaysay.
T,Maxaad iskaga daysay oo aad xariir u samayn wayday muddadaas?
B,"Sababo badan ayaan iskaga dhaafay, waxaana kamid ah mashquulka iyo inaan jaanis waaayay."
T,Maxaad ku mashquulsaneed muddada intaas la'eg?
B,Howlaha adduunyada ayaan ku mashquulay laakiin waan usoo jeesan doonaa.
T,Goormay kuu qorshaysantahay inaad dib oogu laabato haasaawaha?
B,Markay macquul noqoto ayaan ku laaban doonaa hadduu alle idmo.
T,Haddii aad gabar xulan laheed maxaad ku dooran lahayd?
B,"Waxaan ku dooran lahaa inay tahay gabar diin leh, dabeecad leh oo dhaqan wanaagsan."
T,"Waa saddex qodob oo muhiim ah, aniga xataa waan kugu raacsanahay."
B,Waligaa maamulka iyo hoggaaminta maka qaybgashay?
T,"Haa, marar badan ayaan ka qayb galay oo wax soo maamulay."
B,Maxaa kamid ah waxyaabihii aad soo qabatay?
T,Waxaan hogaan u ahaa ururada bulshada iyo hormarinta arrimaha bulshada.
B,Shaqa fiican ayaad sooqabatay. Maxaad kala kulantay intaad ku jirtay howshaas?
T,"Howshaas waxay eheed mid aan jawi dagan ku dareemo, bulshadana waxtar u leh."
B,Wax caqabada ah makala kulantay markii kuugu horraysay?
T,"Haa, caqabada badan way jireen."
B,Maxaa kamid ah caqabadahaas aad la kulantay intii aad hoggaanka u ahayd urarkaas?
T,Waxaa caqabad igu eheed inaan laqabsado bulshada kala duwan ee ururkaas qaybta ka eheed iyo deegaanka oo aan ugub ku ahaa.
B,Muddo intee la'eg ayay kugu qaadatay inaad lajaanqaaddo deegaankaas iyo bulshada ku dhaqneyd?
T,Waxay igu qaadatay dhowr isbuuc si aan oola qabsado deegaankaas.
B,Maxaad ka baratay intii aad ururkaas kamid ahayd oo noolashaada muhiim u ah?
T,Waxaaa kamid ah inaan bartay sifada hoggaaminta iyo sida looxalliyo caqabadaha kala duwan ee bulshada lakulanto.
B,Caqabadihii oogu dhibka badnaa ee aad xalliso maxay ahaayeen?
T,Waxaa kamid ah qilaafaadka u dhaxeeya bulshada iyo isqabqabsiga badan ee la xariira dhulalka.
B,Kawaran bulshada halkaas ku dhaqan qaabka ay kuula dhaqmeen iyo sida ay kuusoo dhaweeyeen?
T,Sidiirran ayey iisoo dhaweeyeen si wanaagsana waa iila dhaqmeen.
B,Maxaa talo ah ood lawadaagi lahayd qof hiigsanaya inuu bulshada maamulo?
T,"Waxaan lawadaagi lahaa inuu si fiican u barto hoggaaminta, dulqaadna uu u yeesho dhaliilaha ka imaanayo bulshada qaybaheeda kala duwan."
B,Waa talo fiican qofkii qaatana waxbadan ka caawin doonta.
T,Adigu maxaad jeclaaan lahayd inaad noqoto ood bulshada magac  iyo maamuus uga dhex yeelato?
B,Waxaan noqon lahaa macallin soosaara jiil waxtar badan uleh mustaqbalka waddanka.
T,Maxaad ku dooratay inaad macallin aad mustaqbalka noqoto?
B,"Baraha waa barbaariyaha ubadka, bulshada wuxuu ku hagaa inay jahliga beri ka noqdaan."
T,Ma ogtahay in barenimadu aysan dakhli badan lahayn?
B,Waan ogahay balse waxaa iiga muhiimsan inaad bulshada sumcad iyo maamuus ka dhex yeesho.
T,Inaad bulshada maamuus ku dhexlahaato miyaad ka dooratay dhakhligii aad heli laheed?
B,"Dabcan, inaad maqaam iyo mansab yeelato ayaa ka wanaagsan inaad dhaqaaalo hesho."
T,Maadadee dhigi lahayd hadaad macallin noqoto?
B,Waxaan dhigilahaa Af-soomaali.
T,Maxaa kugu dhaliyey inaad Af-soomaaliga bulshada barto?
B,Markaan arkay in afkeenii hooyo uusii lumayo ayaan go'aansaday inaad bare Af-soomaliga dhiga noqdo.
T,Sidee lagu joojin karaa in afkeenu uu lumo?
B,Waxaa looga hortagi karaa in dugsiyada lagu saleeyo farta soomaaliga.
T,Haddii duruusta lagu baxsho Af-soomaali sidee bulshada caalamka ula jaanqaadi karaan ardaydeenu?
B,"Maahmaah soomali ah ayaa ahayd ""biyo sacabadaadaa looga dhargaa"" taas aan usoo qaatay in qofku afkiisu uu waxbadan ku fahmayo markii loo barbardhigo af qalaad"
T,Qodobkaas waa mid aad muhiim u ah waana fikir macno badan samaynaya.
B,Ma jeceshahay inaad siyaasadda ka qayb qaadato?
T,"Maya, ma jecli inaan ka qaybgalo siyaasadda."
B,Maxaad ku nacday inaad qayb ku yeelato oo aad ka qaybgasho siyaasadda?
T,"Siyaasadda waa meel isqabqabsi badan, waxay u baahantahay waqti badan iyo dadaal joogta ah."
B,Waa maxay dadaalka joogtada ah oo looga baahanyahay qofka siyaasadda ku jiro?
T,Waxaa kamid ah inaad samaysato saaxiibo joogta ah iyo kuwa cusub oo aad isku danatihiin.
B,Maxay kaa caawin karaan saaxiibadaas aad samaysatay?
T,Waxay kaa caawin karaan inay kula hirgaliyaan hammigaada siyaasadeed iyo yoolalka aad ka leedahay siyaasadda.
B,Yaa kuu dammaanad qaadi kara inaysan ku qiyaamaynin?
T,Waxay ku xirantahay qof walba iyo kalsoonida kaala dhaxaysa iyo sida aad oogu kalsoontahay saaxiibbadaada siyaasadda.
B,Kalsoonidaas ma mid sii jiri doontaa mise waa mid dhammaanayso?
T,"Ma ahan mid sii jiri doonta kalsoonidaas, sababtoo ah waxay isla baddeli doontaa danaha kala duwan ee idin ka dhaxeeya."
B,Malaga yaabaa inay tahay siyaasadda mid aad saaxiibba badan ku kasban karto?
T,"Haa, dabcan waa mid aad ku kasban karto dad badan oo aad asxaab noqotaan."
B,Doorashooyinka dalka ka dhacay sideed u aragtaa?
T,Taas waxay ku xirantahay qaabka ay u dhacday doorashada iyo sida looqabtay.
B,Maxay doorashada ku noqon kartaa mid xalaal ah oo xor ah dadkana ay u simanyihiin?
T,"Waa inay noqotaa mid dadka oo dhan ay kasoo qayb gali karaan, si xalaal ah oo xor ahna u dhacdaa."
B,Bulshadeena waqtigaan ma udiyaarsantahay inay doorasho xor iyo xalaal ah helaan?
T,Maya wax badan baa u baahan in laxaliyo kahor intaan doorasho laqaban.
B,Maxaa ka mid ah qodobodaas?
T,In bulshada qeybaheeda kala duwan nabadeyn loo sameeyo ayaa ka horaysa.
B,Sidee bulshada la iskugu keeni karaa oo nabada loo hormarin karaa?
T,"Waxaa bulshada lagu nabadeyn karaa in jahliga la ciribtiro, in kaabayaasha dhaqaalaha la badiyo iyo in heer hoosaadyada lagu saleeyo mid waxtar u ah bulshada waddanka."
B,Waa arin fiican maxaa sahlaya in kaabayaasha dhaqaalaha la hormariyo?
T,Waxaa sahlaya in waddanka maalgashi caalami laga bilaabo.
B,Sidee waddan aan xasillooni kajirin maalgashatada caalimiga ah ku imaan karaan?
T,Taas waxaa lagu xalin karaa in ganacsatdeenu ay qandaraasyo la galaan maalgashatada caalimigaa.
B,Maxaa keenaya in maalgashatada caalamiga ahi ay xariir wanaagsan layeeshaan ganacsatada wadankeena?
T,Waxaa hormarin kara in ganacsatadeenu noqdaan kuwa udhabar adayga xaaladaha cakiran ee ku gadaaman ayna u dhabar adaygaan caqabad kasta oo ku imaata.
B,Maxaa imaankara haddii ganacsatadu helaan maalgashi caalami ah?
T,Waxaa in badan hormaraya bulshadeena oo helaysa fursado shaqo.
B,Intaas markii ay hagaagaan sidee waddanka doorasho xor iyo xalaala oga dhici kartaa?
T,Waa iska sahlan tahay oo bulshada ayaan lagu hagayaa in ay codadkooda baxshaan.
B,Afkaartaas haddii lahelo ayna suurgal noqoto waddanku wuu hagaagayaa miyaa?
T,haa sidaas ayey ubadantahay.
B,Maxaad ku dhiirogalin lahayd dhalinyarada waddanka si ay u fahmaan dawladnomada macnaheeda?
T,Waxaa lagu dhisi karaa in dugsiyda lagu dhigo maadada wadaniyada.
B,Oo maxay lagu bartaa maadadaas?
T,Waxay ardayda fahan ballaaran ka siisa macnaha ay wadaninimadu leedahay.
B,Si kale oolagu baraarujin karo majirtaa?
T,Way jirtaa oo suugaanta ayaa loo isticmaali karaa lagu dhiiriyo dhallinyaradeena.
B,Maxaa looga baahan yahay jiilkeena cusub si ay waxtar muuqda uga qabtaan dawladnimadeena?
T,Waa inay jahliga iyo caddiifada qabiiliga ah aysan kudhex milmin.
B,Waddankeena sidee cudurka qabiilka looga daweyn karaa?
T,Ma sahlana oo waa xaalad adag balse in loo dhabar adaygo ubaahan.
B,Majiraan qodobo aad ila wadaagi karto?
T,"Horay ayaan kuugu sheegay, fursadaha shaqo, nabadayn, waxbarsho qodobadaas ayaa lagu xalin karaa."
B,Waxbarashada sidee uga qayb qaadan kartaa inay xaliso?
T,Haddii bulshada waxlabaro waxay fahmayaan in qabiilku uusan door ulahayn.
B,Maxaa huriya colaadaha qabiilka?
T,"dhuldaaqsinka iyo abaaraha ayaa huriya, caqabad weyna way nagu reebaan."
B,Maxaa bulshada kahor istaagi kara in ay dhuldaaqsinku colaad huriyo? 
T,Waxaa ka hor istaagi kara in ay bulshadu noqdaan kuwo heshiis ah.
B,Haweenku sidee uga qayb qaadan karaa hormarka waddanka?
T,Haweenku waa hormuudka bulshada.
B,Kaalintee ayey ka qaadan karaan hormarka?
T,Waxay ubadka bari karaan in ay wadaninimada qaymaheeda ay bartaan.
B,Maxaa talo ah ood lawadaagi lahayd dumarka?
T,In ay noqdaan kuwo u istaaga midnimada bulshada
B,Siyaasada iyo afkaartaad ila wadaagtay waxay ahaayeen kuwo cajiib ah.
T,Wax badan ayaan falanqaynay waana loo baahnaa.
B,Kawaran haddii aad gacansade noqoto oo aad mustaqbalka noqoto gacansade taajir ah?
T,Waa laga yaabaa inaan noqdo ganacsade laakiin hadda ma haysto hanti aad u badan oo aan ganacsi sidaas u ballaaran ku sameeyo.
B,ma ogtahay ganacsiga in uusan u baahneen lacag badan iyo dukaamo waawayn inaad ku billowdo?
T,"Haa waan ogahay, laakiin hadii aad lacag yar ku billowdo markiiba ma helaysid hanti badan oo aad wax ku qabsato."
B,Sooma fiicna inaad ku billowdo inta aad hadda haysto si aad maalinba xoogaa oogu kordhiso hantidaada?
T,"Haa waan jeclahay, waana samayn doonaa inaan kusoo billaabo hadda wixii aan hayo si aan aayar aayar oogu taajiro."
B,Gacansiga malaga taajiri karaa haddii si fiican looga shaqeeyo oo hormar ballaaran lagu sameeyo?
T,"Haa waa laga taajiri karaa haddii si fiican loomaamulo, maalkana aad loo ilaaliyo."
B,"Meeqaa sana ayay kugu qaadan kartaa inaad noqoto qof taajir ah, gacansigana ka taajiray?"
T,Waxay ku xirantahay sida aad u dadaasho iyo nooca waxa aad ka ganacsanayso iyo faaiida aad samayso sanad walba inta ay la'egtahay.
B,Maxaa la iga rabaa inaan ka macaasho si aan si dhaqsa ah oogu taajiro?
T,"waxaa lagaaga baahanyahay inaad tahay qof dadaal badan, waqtigiisana ku bixiya sidii uu u hormarin lahaa shaqada iyo howlaha kala duwan ee ganacsiyadiisa."
B,Waakee qofka hadda adduunka oogu taajirsan oo ganacsi ka taajiray?
T,"Waa ninka lagu magacaabo Elon Musk, wuxuu ka taajiray ganacsi uu waqti badan galiyay."
B,Waa noocee ganacsigiisa iyo waxa uu qabto?
T,"Wuxuu ka ganacsadaa arrimaha tignoolajiyadda iyo hormarinta howlaha kala duwan ee la xariira majaalkaas, maalin walbana wax cusub ayuu kusoo daraa ganacsigiisa."
B,Waa maxay howlaha oogu muhiimsan waqtigaan inaad qabato si aad hanti fiican u samayso?
T,"Waa inaad qabataa wax aad jeceshayay qabashadooda, dadaal badanna aad galiso si aad oogu miradhaliso."
B,Maxaad kula talin laheed qofkii raba inuu bilaabo ganacsi cusub oo faaiida leh?
T,Waxaan kula talinayaa inuu iska ilaaliyo qasaaraha badan.
B,"Maxaa keeni kara inay ganacsatada qasaaran, hantidooda ay ka burburto?"
T,"Waxaa keeni kara inay dayn badan qaataan, ama ay bixiyaan. waxaa kaloo keeni kara inay ganacsi fiican maalgashan waayaan."
B,Kawaran dadka ka ganacsada beeraha iyo hantida ay ka samayn karaan?
T,"Waa majaal fiican inaad dhinacaas u leexato, faaiida badanna wuu leeyahay ganacsiga beeraha."
B,Maxaa kamid ah faaiidooyinka uu leeyahay ganacsiga beeraha?
T,"Waxaa kamid ah inuu yahay mid aan laga maarmi karin, marwalbana loobaahanyahay, suuq fiicanna leh."
B,Adiga maku biiri laheed ganacsiga beeraha haddii aad aqoon fiican u lahaan laheed beeraha?
T,"Waan ku biiri lahaa haddii aan aqoon badan u leeyahay beeraha iyo sida looga ganacsado, loo abuurto, mirahana looga ilaaliyo cayayaanka."
B,Muxuu u baahanyahay qofka si uu ganacsi faaiida leh ooga sameeyo beeraha?
T,"Marka koobaad waa inuu aqoon fiican u leeyahay beeraha, dhul beerashada  ku fiicanna uu helo si uu beer fiican ooga samaysto."
B,Meeqaa lacag ah ayaad u baahantahay si aad ganacsiga beeraha u bilowdo?
T,Waxay ku xirantahay nooca ganacsi ee aad billaabi rabto iyo dhulka aad haystao.
B,Waligaa maka qayb gashay bandhigyada ganacsiyada si aad khibrad ooga qaadato?
T,"Haa, waxaa jira dhowr bandhig oo aan ka qaybgalay si aan khibraddayda kor oogu qaado."
B,Ma jiraa bandhig aad ka faaiidday khibrad iyo waaya-aragnimo noolaleed?
T,"Waxaa jira bandhig aan ka qaybgalay oo aan ka faaiiday waaya-aragnimo badan, noloshaydana wax badan ka baddelay."
B,Maxaad kula talin laheed dhalinyarada si ay ooga faaiidaystaan fursadaha nolosha ee kala duwan?
T,"Waxaan kula talinayaa inay ka shaqeeyaan sidii ay mustaqbalkooda u dhisi lahaayeen, wax badan oo faaiida u lehna ay u baran lahaayen."
B,Maxaa kamid ah caqabadaha waawayn ee hortaagan dhalinyarta si ad mustaqbal fiican u samaystaan?
T,Waxaa kamid ah shaqa la'aanta iyo jahwareer badan oo noloshooda ku xeeran.
B,Shaqa la'aan miyaa Soomaaliya ka jirta?
T,"Haa waxaa ka jira shaqa la'aan baahsan oo meel walba saamaysay, dhalinyartana aad u saamaysay."
B,Maxaa looga bixi karaa shaqa la'aan ka jirta Soomaaliya?
T,Waxaa looga bixi karaa in lahormariyo mashaariicda shaqa abuurka leh.
B,Ma jiraa qaab kale oo shaqa la'aanta looga bixi karo?
T,"Haa, qof walba waa inuu diiradda saara sidii uu shaqa u samaysan lahaa, noloshiisana u dabbari lahaa asagoo ciddii uu awooda kaashan kara."
B,Waa imisa shaqa la'aanta ka jirta Soomaaliya?
T,"Shaqa la'aanta ka jirta Soomaaliya hadda waxay maraysaa 19%, waxaana kasoo xigtay World Banka."
B,Sidee lagu yarayn karaa shaqa la'aanta baahsan ee ka jirta Soomaaliya?
T,"Waa inay dowladda abuurtaa fursado shaqo oo cid walba ay ka faaiidaysan karto, sidoo kale dhaqaalaha waddana waa in kor looqaadaa."
B,Halkeed jeclaan laheed inaad soo booqato billowga sannadka 2025?
T,Waxaan jeclaan lahaa inaan gobalka Mudug soo booqdo si aan usoo arko dhaqanka iyo caadooyinka bulsha waynta halkaas ku nool.
B,Yaad jeclaan laheed inaad israacdaan marka aad dalxiiska aadayso?
T,Waxaan jeclaan lahaa inaan israacno asxaabtayda iyo reerkayga  si aan waqti fiican halkaas oogu soo qaadanno.
B,Soomaaliya gobalkeed oogu jeceshahay?
T,"Goballada Soomalida makala jecli, sababtoo ah kurtigood dadkayga ayaa dega."
B,Dharka noocee jeceshay inaad xirato?
T,Waxaan jeclahay inaan xirto kuwii markaas igu soo baxaayo. Muhiim ma ahan nuuca uu dharka yahay. 
B,yaa kugula taliyay inaad dalxiiska aaddo?
T,"Cid igula talisay ma jirto, aniga ayaa jeclaa inaan marwalba dalxiis iyo meela cusub aado."
B,Noloshaada yaa oogu muhiimsan?
T,Waxaa jira dad badan oo muhiim ii ah magacyadoodana masoo koobi karo laakiin waxaan ka xusayaa Hooyaday macaan.
B,Xaggee laga helaa goobaha oogu quruxda badan caasimadda Muqdusho?
T,Waxaad ka heli kartaa baraha bulshada qaybaheeda kala duwan.
B,Haddii aad ahaan laheed qofka adduunka oogu taajirsan maxaad samayn laheed?
T,"Waxaan caawin lahaa dadka masaakiinta ah, danyarta iyo reeraha dhibban ee faqiirka ah."
B,Waqtigaada firaaqada ah yaad laqaadataa?
T,Waxaan laqaataa waqtigayga firaaqada ah asxaabtayda iyo dadka aan shaqa wadaagta nahay.
B,Bishii meeqaa jeer baad safar aaddaa?
T,Halmar ayaan safar gaaban u baxaa bil walba.
B,Ma jeceshahay inaad ka qaybgasho bandhig faneedyada?
T,Maya. kama helo inaan ka qaybgalo bandhig faneedyada sababtoo ah marka aan kansho leeyahay waxaan badanaa aqriyaa buugaagta.
B,Dheerarkaada waa meeqa?
T,Waxaan ku qiyaasayaa inuu yahay 1.80 mitir laakiin ma hubo.
B,Waligaa ma tagtay waddamada dariska ah?
T,"Haa, mar baan tagay waddanaka Tanzaaniya, waxaana halkaas kusoo arkay ugaar kala duwan iyo dhaqama qariib ah oo igu cusub."
B,Maxaa kamid ahaa ugaartii aad kusoo aragtay Tanzaaniya?
T,"Waxaa kamid ah Gariga, Deerada iyo Libaaxya farabadan."
B,Ma ii tilmaami kartaa qaabka uu ahaa Gariga aad soo aragtay?
T,"Wuxuu ahaa mid aad u dheer, midaba qurux badanna leh. luquntiisa aad ayay u dheereed."
B,Maxaad sigooni ah u xiisaysaa?
T,Waxaan jeclahay wadista gaadiidka.
B,Gaadiidka ma ikala bari kartaa?
T,Gaadiidku waa tiro badan yahay.
B,Wax ma iiga tilmaami kartaa?
T,Gaadiidku waa kala jaan oo qaarba si gooni ah ayaa loo adeegsadaa. 
B,Kuwa raaxada miyaa wadaa mise?
T,Kuwa xamuulka ah ayaan wadaa.
B,Intee ukala gooshtaa?
T,Waxaan ukala gooshaa gobolka beri ilaa waddanka ethoipia.
B,Intee kugu qaadataa inaad safarkaas dhamaystirto?
T,ma bari ilaa ethiopia?
B,Haa.
T,Waxay igu qaadataa muddo labo isbuuc ah.
B,Majiraan caqabado aad waddada kala kulanto?
T,Haa way jiraan.
B,Maxaa kamid ah?
T,Halista wadada ayaa aad u badan taas ayaana ah caqabada ugu weyn ee aan wajaho
B,Maxaad ka codsan lahayd maamulada puntland iyo galmudug oo caqabadahaaga xalin kara.
T,In ay wadada xasiloonideeda ka Miro dhaliyaan.
B,Xagee deegaan kuu ah.
T,Nin badanaa iska safra ayaan ahay.
B,Reer malihid miyaa?
T,waa leeyahay walaal.
B,Xagee bay dagan yihiin?
T,Waxay dagan yihiin magaalada gaalkacyo.
B,Hal qoys miyaa leedahay?
T,Maya laba qoys ayaan leeyahay.
B,Labaduba ma Gaalkacyo ayay daganyihiin?
T,Maya mawada dagana.
B,Qoyska kale xagee daganyahay?
T,Wuxuu dagan yahay Jigjiga.
B,Mala oran karaa Labo wax an ayaad kala dagantahay?
T,"Haa, Sidaas iska dheh."
B,Waa sidee nolosha wadayaasha gaadiidka?
T,Ma dhib badna.
B,Mala dhihi karaa waa nolol dalxiis ubadan?
T,Dabcan.
B,Deegaanka ayaad sifiican ukala baratay sow maahan?
T,Haa indoor ah waan kala bartay.
B,Suuqa gaadiidka waa sidee hadda?
T,Maxuma Meel fiican ayuu marayaa.
B,majiraa mar uu heer kan kafiican gaaray?
T,Haa wuu jiraa waxayna ahayd sanadkii hore.
B,Nasiib wacan ayaan kuu rajaynayaa
T,Ma jeceshahay inaad siyaasadda dalka kusoo biirto oo aad madaxwayne noqoto?
B,Haa waan jeclaan lahaa inaan madaxwayne noqdo oo aan ka qaybqaato go'aamada iyo jihaynta dadkayga.
T,Haddii aad madaxwayne noqoto maxaad samayn laheed?
B,"Waxaan noqon lahaa madaxwayne waddankiisa horumariyo, dadkiisa ladareen ah oo ka shaqeeya danaha shacabka Soomaaliyeed."
T,Qof cusub marka aad rabto inaad barato maxaad samayn laheed?
B,"Marka hore qofka waad salaami, deedna waxaad waydiin magaciisa iyo halka uu ka yimid."
T,Inaad qof cusub barato ma wax fiican baa?
B,"Haa, waa wax fiican. marka aad dad cusub barato waxaad helaysaa asxaab cusub oo laga yaabo inaad wax badan ka faaiiddo."
T,Maxaad ka faaiidi kartaa haddii aad qof cusub barato?
B,Waxaad ka faaiidi kartaa aqoon cusub iyo waaya-aragnimo.
T,Meeqaa carruur ah ayuu Aabbahaa dhalay?
B,"Wuxuu dhalay labaatan carruur ah, kurtigoodna way barbaareen oo way waynaadeen."
T,Adiga miyaa oogu wayn inta uu Aabbahaa dhalay?
B,"Haa, aniga ayaa oogu wayn."
T,Ma isticmaashaa baraha bulshada?
B,"Haa waan isticmaalaa baraha bulshada, waxaana u badannahay Facebook iyo WhatsApp."
T,Maxaad u isticmaashaa Facebook?
B,Waxaan u isticmaalaa inaan kala socda xogta kala duwan ee maalinlaha ah. 
T,Ma dhagaysata waraysiyada ay bixiyaan madaxda Soomaaliyeed?
B,Haa waan dhagaystaa si aan oola socda xaaladda dalka ka jirto 
T,Kawaran Amniga Soomaaliya?
B,Amniga Soomaaliya aad buu u fiicanyahay.
T,Xaggeed kasoo heshay taleefankayga?
B,Waxaan kasoo qaatay qof adiga ku yaqaanno oo aad asxaab tihiin.
T,Maka heshaa inaad habeenkii bannaanka aaddo?
B,"Maya, habeenkii inaan bannaanka aado ma jecli, sababtoo ah habeenki waxaa badan qataraha kaasoo gaari kara mugdiga."